Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.7124400138855,3.80149006843567,3.82416009902954,3.90987992286682,3.82523989677429,3.7252299785614,3.60575008392334,3.38515996932983,..,..
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,32.6,34.2,32.2,31.8,30.7,29.1,29.4,29.8,..,..
Equatorial Guinea,GNQ,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,92.4112319946289,92.2574462890625,92.0922088623047,91.9174423217773,91.7350387573242,91.5469131469727,91.3549728393555,91.1611251831055,90.9669647216797,..
Equatorial Guinea,GNQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.36186790466309,5.45471096038818,4.62096643447876,3.85431027412415,3.15958142280579,2.53564190864563,1.9623908996582,1.4337375164032,0.932630002498627,..
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14614.176931747,13421.565711838,12926.5335416735,11283.3980158847,9894.00626011769,8986.95100457202,8124.18286170684,7412.58124620617,6860.3740696936,6575.67218893033
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,77.4660339355469,77.3473892211914,77.2173080444336,77.0776901245117,76.9304351806641,76.777458190918,76.6206741333008,76.4619750976563,76.3029632568359,..
Eritrea,ERI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,23.0515251159668,24.9475135803223,26.8927955627441,28.877197265625,30.8930606842041,32.9331169128418,34.9884223937988,36.9840507507324,39.0246849060059,..
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,97.67,..,..,97.99,..,..,..,99.38
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Estonia,EST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16257.4722043516,16553.383261103,17096.6445771582,17402.0376128079,17945.9449641749,18962.4103006448,19677.6768375961,20408.4362440973,19767.0776001377,21421.1458746116
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.71772003173828,4.84388017654419,4.39433002471924,5.14418983459473,5.15763998031616,4.96131992340088,5.2632098197937,..,..,..
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,25.2,26.6,26.3,24.4,23.1,22.5,22.4,23.3,..,..
Eswatini,SWZ,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,74.9856948852539,76.7355346679688,84,80.5934600830078,80.9800033569336,85.5948715209961,87.9289932250977,90.1036911010742,92.1986694335938,..
Eswatini,SWZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,48.2595710754395,51.8358345031738,59.2768249511719,58.9754028320313,58.0511093139648,69.7587051391602,69.5391845703125,72.6945495605469,75.7561950683594,..
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3513.37692394228,3623.66020786012,3629.79901688183,3680.34947283775,3686.21566541655,3724.76190419179,3775.03988118654,3833.24681517956,3723.29614191496,3958.15301413996
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,7.07059001922607,5.35575008392334,5.41466999053955,6.13809013366699,5.67916011810303,5.64554977416992,5.34233999252319,4.99529790878296
Eswatini,SWZ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,42.7,..,..,..,..,..
Ethiopia,ETH,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,21.79,..,..,34.83,..,..,..,..
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,87.1163864135742,87.8544235229492,91.9825210571289,85,85.4000015258789,96.5999984741211,91.9212493896484,92.6244430541992,93.2479248046875,..
Ethiopia,ETH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,15.980185508728,17.6269130706787,12.0060758590698,15.4969463348389,32.3638343811035,30.9706859588623,32.6299476623535,36.0571899414063,39.414909362793,..
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,517.51346095389,556.32628782594,596.455128008062,640.541923075422,682.239357745426,727.844054349637,757.35041670679,799.795134257737,826.973053177312,852.006153020721
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.56678009033203,4.4985499382019,4.60201978683472,4.73791980743408,5.06151008605957,5.64951992034912,5.06867980957031,..,..,..
Ethiopia,ETH,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,28.5,..,..,..,..,..,..
Faroe Islands,FRO,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Faroe Islands,FRO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,53310.2620055228,..,..,..,..,..,..
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,7.71478319168091,7.58257865905762,8.04458999633789,8.78139877319336,7.6401047706604,..,..
Faroe Islands,FRO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.123161315918,97.2600021362305,98.1147842407227,98.5953369140625,99.0682525634766,99.5354537963867,99.8251953125,99.9706726074219,100,..
Fiji,FJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,84.1919403076172,85.3578186035156,88.6613082885742,91.0256576538086,93.4690017700195,91.5471649169922,98.79052734375,99.3815612792969,100,..
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4683.22625879714,4901.89755440264,5171.52764876645,5390.71420703085,5498.66192411236,5759.65863654407,5938.4275368055,5869.02110893514,4943.76957934039,4708.09190501426
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.72265005111694,3.88288998603821,4.26821994781494,4.80931997299194,4.8358998298645,4.65118980407715,4.83571004867554,5.06788015365601,..,..
Fiji,FJI,Income share held by highest 10%,SI.DST.10TH.10,..,29.7,..,..,..,..,..,24.2,..,..
Finland,FIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,100,..,..,99.79,..,..,..,99.53
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43637.2486713657,43044.9971201474,42710.9212889729,42801.9081167285,43878.9667273579,45173.6294067199,45628.9257036813,46135.0776632627,45009.6152767648,46471.3594098015
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.14803981781006,7.12404012680054,7.10236978530884,7.03208017349243,6.85153007507324,6.36311006546021,6.27542018890381,..,..,..
Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,22.3,22.3,22,22.4,22.4,22.6,22.6,23,..,..
France,FRA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,96.58,..,..,94,..,..,..,99.24
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
France,FRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36183.4879863585,36205.1678224014,36378.6186614699,36652.9223052178,36956.7958003293,37694.0833027304,38291.8657809431,38912.3312648593,35785.967011942,38210.2182125808
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,5.45160007476807,5.40716981887817,..,..,..
France,FRA,Income share held by highest 10%,SI.DST.10TH.10,26.9,26.4,26.1,26.6,25.9,25.8,26.7,..,..,..
French Polynesia,PYF,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
French Polynesia,PYF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,19500.1008550573,19843.1750233957,20580.1426813769,20819.6320811137,21320.4394431957,19586.5414258844,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,33.01,..,..,58.6,..,..,..,66.09
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.0999984741211,94.3000030517578,96.4242935180664,96.7514038085938,97.1266098022461,97.8199996948242,97.8617630004883,98.2255249023438,98.5889663696289,..
Gabon,GAB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,32.2613525390625,32.7925567626953,19.8191680908203,17.8545589447021,19.1371479034424,..,22.7889022827148,25.1265678405762,27.7633018493652,..
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7181.21372045023,7304.77966378694,7350.05129816345,7384.70070393071,7313.13996521451,7145.11756385762,7019.8275539348,7116.08126788807,6818.49683740627,6759.86415300794
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.01340007781982,3.02971005439758,2.66667008399963,2.99166393280029,2.66205835342407,3.32681179046631,2.93345880508423,2.73232412338257,3.18160939216614,..
Gabon,GAB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,27.7,..,..,..,..
"Gambia, The",GMB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,28.56,..,..,..,..
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,67.8201751708984,67,70.9113540649414,72.4416885375977,73.9643859863281,79.4000015258789,..,..,80.6349029541016,..
"Gambia, The",GMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,25.8753051757813,30.2527256011963,27.5625438690186,28.5888080596924,29.9621505737305,20.5182628631592,..,..,31.5626850128174,..
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,685.464248991779,684.081534623188,654.350933850728,660.723571244322,653.732992705967,665.213221456846,692.632098181955,714.542090626774,692.749167007907,711.050403247136
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.63756990432739,1.81839001178741,2.23094010353088,2.16002988815308,2.0244300365448,2.45919442176819,2.36543989181519,2.78892803192139,2.76371717453003,..
"Gambia, The",GMB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,28.7,..,..,..,..,..,..
Georgia,GEO,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,39.67,..,..,61.23,..,..,..,70.5
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,99.8000030517578,100,100,..
Georgia,GEO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3597.20376380055,3738.70504043075,3902.56879865773,4014.18594419329,4128.38560259133,4327.72758530017,4539.08752230476,4773.42330884899,4447.664250894,4927.06472094236
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.90610003471375,2.8867199420929,2.99767994880676,3.16487002372742,3.59386992454529,3.57442998886108,3.5210599899292,3.80864000320435,3.85008001327515,..
Georgia,GEO,Income share held by highest 10%,SI.DST.10TH.10,29.3,29.1,28.6,27.8,28.1,28.9,27.5,27.6,26.2,..
Germany,DEU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,98.76,..,..,99.14,..,..,..,99.98
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40069.3539560742,40135.0158319837,40851.1617304855,41103.2564363768,41682.0322433511,42639.5544087286,42973.2899573032,43329.0506893066,41315.3135706623,42526.5536890668
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.95658016204834,4.93538999557495,4.92102003097534,4.85515022277832,4.83923006057739,4.87182998657227,4.97576999664307,..,..,..
Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,24.4,24.9,24.1,24.8,24.7,24.6,25.1,..,..,..
Ghana,GHA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,40.51,..,..,57.72,..,..,..,68.23
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,86.7600021362305,88.5,90.8000030517578,88.0710296630859,89.8000030517578,90,89.9000015258789,93.8000030517578,94.7104797363281,..
Ghana,GHA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,23.6431789398193,50.8296394348145,63.9650230407715,57.5962562561035,66.5960922241211,65.3324508666992,68.2796096801758,70.0086212158203,73.9913177490234,..
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1686.06954432207,1767.80206994993,1777.09670654526,1774.07477092508,1793.1808558184,1896.36673179505,1970.26082923134,2053.58673106375,2020.62427213167,2084.63501383015
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.91913986206055,4.57646989822388,4.39978981018066,4.4340500831604,4.39452981948853,3.53362989425659,3.8861300945282,..,..,..
Ghana,GHA,Income share held by highest 10%,SI.DST.10TH.10,31.7,..,..,..,32.2,..,..,..,..,..
Gibraltar,GIB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Gibraltar,GIB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,87.52,..,..,85.47,..,..,..,94.88
Greece,GRC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Greece,GRC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18123.6710971914,17796.2576680722,18000.4184639065,18083.8779056547,18070.7807322854,18304.3076770645,18647.4957207515,19003.829047083,17323.8227704417,18831.2875012845
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,3.66139006614685,..,3.47708988189697,3.59734010696411,..,..,..
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,26.6,26.4,26.1,26.2,25.9,25.9,24.9,24.9,..,..
Greenland,GRL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Greenland,GRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43655.7458877164,43338.4290158317,45545.1903286408,44536.4013080999,46561.8315883072,46598.8233034331,47013.0349493846,47908.106718779,47957.7936697606,..
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,12.004599571228,11.0861396789551,11.0285596847534,10.5601902008057,..,..,..
Greenland,GRL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7934.04142148447,8066.55268288959,8601.08101535152,9096.53865246322,9380.23223260403,9742.6036607648,10115.0641113487,10133.1322043807,8699.11138487343,9121.37610087039
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,4.238609790802,..,3.17379999160767,3.55255007743835,..,..,..
Grenada,GRD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,100,100,..
Guam,GUM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34728.8937132729,35222.3885175896,35722.1143432164,35829.2503598989,35652.804761085,35678.2832965149,35103.1618350584,35666.3161500796,31162.6759585132,..
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,41.35,..,..,44.11,..,..,..,..
Guatemala,GTM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.7054214477539,95.9513854980469,94.463134765625,96.4108734130859,96.6282196044922,96.83984375,97.0476531982422,97.253547668457,97.4591369628906,..
Guatemala,GTM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,78.0847091674805,80.2041931152344,76.6559524536133,84.6371994018555,86.9411392211914,89.6625442504883,91.6980514526367,94.1408767700195,96.62060546875,..
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3731.67578420097,3802.15380202902,3903.05961459334,3994.63691288475,4034.15848231358,4091.26800012075,4160.07113765612,4254.03515942326,4126.2054283726,4371.6157364824
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.00524997711182,2.88808989524841,2.98562002182007,3.03032994270325,2.94474005699158,2.95009994506836,3.13704991340637,3.19928002357483,3.29972004890442,..
Guatemala,GTM,Income share held by highest 10%,SI.DST.10TH.10,..,..,38.1,..,..,..,..,..,..,..
Guinea,GIN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,6.96,..,..,23.49,..,..,..,30.44
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,74.1999969482422,76.8817749023438,78.456428527832,80.0736999511719,82.1999969482422,83.5544052124023,86.6999969482422,86,88.0834121704102,..
Guinea,GIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1.19064116477966,8.27614212036133,9.24135589599609,10.1858205795288,6.74291610717773,8.55572128295898,21.4009094238281,17.0236206054688,19.307596206665,..
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,737.713052209307,749.870076465839,759.587862412066,769.255475432822,830.246163888423,890.788676719394,920.964278702536,945.507432834216,962.116324219918,965.37552244104
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.83370995521545,2.63421010971069,2.42281007766724,2.51713991165161,2.54450011253357,2.3203399181366,2.38432002067566,1.84836995601654,2.19947004318237,..
Guinea,GIN,Income share held by highest 10%,SI.DST.10TH.10,26.4,..,..,..,..,..,23.1,..,..,..
Guinea-Bissau,GNB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,27.6558418273926,27.99267578125,33.0999984741211,35.3771591186523,39.7217254638672,44.0954208374023,48.287971496582,52.3210906982422,56.2744941711426,..
Guinea-Bissau,GNB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,5.9067702293396,7.94669103622437,5.8202657699585,8.90030384063721,10.5694484710693,12.3796806335449,13.3428592681885,14.3303461074829,15.1680898666382,..
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,590.266056354685,593.481442575988,583.566126204989,603.399381547733,624.91975228753,645.359086537753,637.546681187029,650.069382434149,619.28915783324,627.675020429244
Guinea-Bissau,GNB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.00106000900269,2.13248991966248,2.20000004768372,2.29999995231628,2.29999995231628,2.20000004768372,2.13787007331848,2.94781994819641,2.7084276676178,..
Guinea-Bissau,GNB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,27.6,..,..,..
Guyana,GUY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.6370086669922,94.1183624267578,94.4000015258789,94.8161392211914,95.3978118896484,96.0086059570313,96.4382553100586,96.7084732055664,96.8989791870117,..
Guyana,GUY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,81.9922790527344,83.1239700317383,84.2078399658203,85.5551376342773,86.9271621704102,88.2320861816406,89.2988739013672,90.1709594726563,90.9459686279297,..
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5338.7126839522,5505.38999238605,5568.21821243899,5576.82585151355,5759.69165572544,5945.06873183883,6178.88974588029,6478.2876883346,9250.30167363697,11040.7120074701
Guyana,GUY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.24131989479065,..,4.36033010482788,3.89569997787476,4.73775005340576,4.6647801399231,4.45058012008667,..,..,..
Guyana,GUY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,18.86,..,..,32.62,..,..,..,..
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,72.5999984741211,73.7378845214844,74.6397094726563,75.5860214233398,76.4000015258789,77.928840637207,78.9336700439453,79.7790603637695,80.5447463989258,..
Haiti,HTI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,3.91840505599976,3.00714588165283,2.26287031173706,2.54093599319458,..,3.06230521202087,2.97256755828857,2.64971518516541,2.20019745826721,..
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1329.46575425435,1366.99264516491,1370.98689397902,1386.85419078846,1393.17657728919,1409.63253702719,1414.99940884475,1373.88310426926,1311.70813672834,1272.59051005719
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,1.75314998626709,1.85704004764557,1.39585995674133,1.50423002243042,1.63206994533539,..,..,..
Haiti,HTI,Income share held by highest 10%,SI.DST.10TH.10,31.2,..,..,..,..,..,..,..,..,..
Honduras,HND,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,31.49,..,..,45.34,..,..,..,37.85
Honduras,HND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.4866714477539,98.9896774291992,98.7623443603516,98.8976593017578,99.0999984741211,97.8000030517578,98.9000015258789,99,100,..
Honduras,HND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,66.6926956176758,73.4060592651367,76.5388641357422,79.0115280151367,82.1266860961914,71.8486404418945,81.8852691650391,80.3106231689453,83.6860580444336,..
